Title,Price,Sold,Reviews,Condition,Item Length,UPC,Power Source,Color,MPN,Material,Brand,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Features,Mounting Location,Smart Home Protocol,Item Width,Power,Country/Region of Manufacture,Manufacturer Warranty,Colour,Number of Heat Settings,Custom Bundle,Height,Main Colour,Manufacturer,Power Output,EAN,Smart Home Compatibility,Area Covered,Cooling Method,Heating Element Format,Item Depth,Tank Capacity,Energy Efficiency Ratio (EER),Operating Sound Rating,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Energy Star,EC Range,Ignition Type,Heater Controls,Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Run time (hours),Color Family,Product Width (in),Indoor/Outdoor,Recommended Environment,Fuel rate (gallons/hour),Power/Fuel Type,Portable Heater Features,Area Heated (Sq Ft),Heating Product Type,Product Height (in),Fuel Tank Capacity (gallons),Heat rating (BTU/hour),Product Depth (in),Heating Technology Type,ISBN,Year Manufactured,Wattage (watts),Room Size (sq ft),Amperage (amps),Fuel Type,Pack Size,Voltage (volts),SHIPPING,RETURN,ITEM LOCATION,International buyers,Size,Air Direction,Cable Length,Country of Origin,Item Height,Stove Type Compatibility,Timer Control,Refrigerant,Current Rating,Tonnage,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Product Dimensions,Shipping Weight,California residents,Item model number,Heating Method,Item Dimensions LxWxH,Portable Heater Safety Features,Cord Length (in),Heat Output (BTU/hour),Item Diameter,Item Weight,Number of Speeds,Battery Size,Depth,Number of Batteries,Battery Life,Motor Type,Width,Battery Included,Bundle Description,Weight,Battery Capacity,Length,Shape,Number of Pieces,Towel Rack Length,Style,Mounting,Manufacturer Part Number,Compressor Type,SKU,Gift,Room Coverage Area,Adjustable Thermostat,Heating Style,Heating Element,Manufacturer Color,Setting Types,Location,Maximum Air Flow,Assembly Required,Room Use,Air Flow,Heating Wattage,Heater Style,Amperage,Room Size (Sq. Ft.),Product Type,Plug-In,Thermostat Included,Product Weight (lb.),Control,GTIN,Country of Manufacture,International Availability,Configuration,UPC/GTIN Code,Mor Electric Heating SKU,Heating Technology,Maximum Elevation (Ft),Thermostat,Heat Type,Ignition,Tank Capacity (Min),Indoor Safe,Oxygen Depletion Sensor (ODS),Modified Item,TAX,Handling Time:,Questions,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Total BTU,Housing Material,Cord Length (ft),Heating Area (sq ft),Assembled Width (in),Outdoor Living Product Type,Wattage,BTU,Item Package,Installation Method,Ventilation Type,Finish Type,Order Limit,Bundle Listing,Tax,Timer Included,Automatic shutoff,Oscillation,Anti-freeze setting,ACLI Safety Plug,Installation,Remote Control,Accessories Included,Dimensions - Height,Dimensions - Width,Cord Length,Heat Output,Coverage per Hour (Sq. Ft.),Installation Required,Hardwiring Required,BTU Output,Use,Price,Seller,Service,USA Shipping,Customer service,Shipping Exclusions,Hertz,Min Fuse size,CFM,Amps,Dimensions,Baseboard Heating Type,Hydronic,Product Length (in),Vented,wattage,Frame Material,eBay Durapower Store Category,Warranty Description,Material Care Instructions,Batteries Required?,Batteries,Department,Is Discontinued By Manufacturer,Package Dimensions,Included Components,Overall Height,Overall Width,Overall Depth,Start Type,Heating Element Type,Heating Coverage,Import Designation,state limitations,Special Feature,Compatible Brand,Compatible Model,PackQty,Application/Usage,Form Factor,Heating Capacity,Product Color,Product Model,Weight (Approximate),ProductGroup,ProductTypeName,Finish,Output,Sub-Type,Max. BTU output,Control Type,Mounting Type,Product Lot Quantity,item_width,Product Weight lb,Product Depth in,Voltage volts,Product Width in,package_length,item_length,Product Height in,Wattage watts,Product Length in,Heat rating BTU/hour,Design,Mount Location,Bulb Type,Number of Elements,Delivery,Product Packaging,Resistance Properties,Product Width (in.),Heater Type:,Product Depth (in.),Area Heated (Sq. Ft.),Color:,Color Family:,Material:,Product Height (in.),Number of Heat Settings:,Cord Length (in.),Electric,Model No.,Recommended Location,Assembled Product Dimensions (L x W x H),Assembled Product Weight,Power Type,Vent Hose Exhaust Configuration,Warranty,Studio,Publisher,PackageQuantity,Label,UL Listed,BTU Heating,Room Size (sq. ft.),Room Size sq ft,Collection,Accessory Type,Mount Type,Country Of Origin,Currency,Country,ListingDuration,Reflector,Burner,Flame screen,Cylinder housing,Door,Base,Table,Wheels,Gas Consumption,Ignition Method,Safety Device,NumberOfItems,Watts,Restricted States,ItemPackageQuantity,Item,Other Part Number,Product Name,Product SubType,Return,Includes,Plug Type,Heat type,Indoor safe,Hose and regulator included,BTU per hour:,Heating area (sq. ft.):,Tank capacity (min.),Runtime,Fuel type,Maximum BTUs,Assembled Depth (Inches),Compatible Tank Sizes,Maximum Heating Area (Sq. Feet),Assembled Width (Inches),Use Location,Assembled Weight (lbs.),Assembled Height (Inches),Heating Area Range (Sq. Ft.),Max Operating Hours on 40-Lb. LP Tank,manufacturer_part_number,Certifications And Listings,Style Name,Main Material,Main Pole,Fuel,Accessories,Packaging,GW/NW,Certifications,Power (W),Room,Energy Efficiency Rating,Unit Type,Heating BTU,Binding,Certification,Life spain,Surface Material,Required Tools,Overheat Shut-off,Cool-touch Housing,Maximum Wattage,Display Type,Assembled Depth (inches),Energy Saving Setting,Assembled Width (inches),Maximum Btus,Assembled Height (inches),Cord Length (inches),Portable,Ean,Contains Batteries,Category,Color Category,Fabric Content,Units Per Consumer Unit,Coverage Area,Piece Count,Gender,Recommended Room,Count,PPU Quantity of Units,Price Per Unit UOM,Home Decor Style,Contained Battery Type,Number of Burners,Age Group,Count Per Pack,Is Assembly Required,Number of Shelves,Theme,Room Size (sq Ft),Area Heated (sq Ft),Heat Rating (btu/hour),Productgroup,Isbn,Sku,Platform,GameName,Country if Origin,Made in,Phase,Height (In.),Length (In.),Standards,Agency Compliance,BtuH,Width (In.),Original/Facsimile,Author,Number of Cool Speeds,Package,Housing Finish,Amps AC,Requires,kW,Depth (In.),Hz,Manufacturers Warranty Length,Batteries Required,Is Assembly Required?,Pattern,Pile Height,Personalize,Regional Design,Personalized,Pile Type,Weave,MaterialType,Fabric Type,Model Number,Products,USA Seller,Limited time offer,Shipping exclusions,Flame Screen,Cylinder Housing,gnition Method,Connectivity,Dosage,Product,Format,Book Tittle,Language,Country of Manufacturer,UNSPSC Code
"Dr Infrared Heater Portable Space Heater, 1500-Watt",181.22,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",13 in.,0711181461817,Electric,Multicolor,DR-968,"Wood, Ceramic, Steel",Dr. Infrared Heater,,Portable Heater,"Remote Control, Push Button, Touch",Radiant,120 V,DR-968,"Auto Shut-off, Timer","Baseboard, Floor, Desk/Tabletop, Cabinet",Infrared,12.5 in.,1001-1500 W,,,,2,,,,Dr. Heater,,0711181461817,,951-1000 sq ft,,Strip,,,,31-40 dB,Brass,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,Original,,Regular,China,,,,,,,,,,,,,,13 x 12.5 x 17 inches,,,DR968,Radiant,13 x 12.5 x 17 inches,,,,,19 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 years warranty.,,No,,Tools,No,,"Product, User manual",,,,,,,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18"" Black Red Hi Med Low 18000 BTU Outdoor Portable Radiant Propane Heater",183.37, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not Apply,,Red,Does not Apply,,Does not Apply,,,,,,,,,,,,,1 year,,3,,,,,,Does not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patio Heater - Air Choice 1500W Electric Heater/ Outdoor Heater with 3S Quick...,181.75,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,Does not apply,,Black,Does not apply,,Air Choice,,,,,,Does not apply,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937590201279,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot ship to California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600W Portable Electric Garage Heater Ceiling Wall Floor Workshop Utility Warmer,181.17, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not Apply,Electric,Black,EG5600DG,,Dyna-Glo,,Portable Heater,,Convection,,,,"Floor, Wall",,,,,,,1,,,,,,Does not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exhaust Fan and Heater Combo, White Ventilation Fan and Heater for Bathroom New",181.75,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0784891344084,Electric,White,605RP,Steel,Broan-NuTone,,Does not apply,,,120 V,,,,,,,,,,1,,,,,,0784891344084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63 x 7.83 x 5.63 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HeaterHeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CADET CSC202TW Cmpct Recssd Elct Wl Heatr,10-1/8""H,240V",181.29, ,"[""It was replacing an aged wall heater that had finally given up the ghost. It was a 1500 watt model, but after installing the Com-Pak, that was only 1000 watts, it's output was higher. And it's construction was obviously of high higher quality.  And it is much quieter than old was, even when it was new. Only problem I had was it was slightly smaller to fit into the original hole in the wall.  Not the fault of the heater. I'm a bit of a handy-man so just shimmed the hole and trimmed it with some molding and it looks pretty good."", 'I have been dealing with electrical items and electricity for 60 years, andthis heater beats any I have ever dealt with. To be as small as it is, easy to mount,,but the most important thing is 2000 watts and only pulling 8.3 amps seems unreal. Most electric heaters 120 v, 1500 watts pull 12...I have just ordered another one and plan on another. A great item, ', 'Purchased five units to heat a few rooms in my vacation home and these were perfect. Very easy to install and works well. Has a built in thermostat.', ""small and neat looking. easy to install (BUT WAS REPLACING A DIFFERENT UNIT, SO NO EXTRA WIRING WAS REQUIRED). don't know how it performs yet, as it's not cold out, but easy to operate."", 'Overheat protection device broke on my very similar older style unit.  New unit allowed me to use old mounting and grill after some cutting. New units do not have the same overheat protector.  New unit has much smaller grill which I did not need.', 'Powerful unit, yet small in size. Does exact what we got it for. Bath room early showers are comfortable now. We run it about 10 minutes.', 'The product arrived in excellent condition and performed as needed.  The correct wattages has kept the room very comfortable', 'Installed heater without any problems. It works like a charm!', 'The one I have stopped functioning, so I had to replace it with same.', 'I was very satisfied with this heater. The fan is very powerful and it heat up really fast. Really liked it. Yes I would recommendThis product.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0027418675071,Electric,White,67507,"Steel,Metal, Metal, Bone, Steel",Cadet,,"Electric Wall Heater, Wall Mounted Panel, Fan Heater",Dial,,240 V,CSC202TW,"Timer, Made In USA, Thermostat,Timer,Automatic Shutoff, Adjustable Thermostat, Auto Shut OFF!, Made In USA, Wall Mountable, Quartz, Has Thermostat & Forced Fan, Auto Shut OFF!, Remote Control, Heater, Quiet Operation, Indoor, Made In USA , Wall Insert, Vent Free,Wall Mountable, Rapid Heat Up with Coil Element, Heating, Vent, Quiet, Hard-Wired Installation, Wall Insert, 2000W AT 240V, Vent Free, 40°F-85°F Temperature Range, Recessed Wall Mount, Automatic Shutoff,Thermostat,Timer",Wall,Unvented,"9, 9in.","2000, 1500-2000W",,,,1,,,,,,0027418675071,"9""",250 to 499 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Corporation Convection Heater 75k to 200 BTU/HR,184.31, ,"[""I have a 24x30 building 720sq ft it got it up to 75 to 80 in about 30mins its really loud on low. I think it's to much heater for my garage its putting out to much gas fumes for this garbage. I would recommend the 80,000 btu for this size of garage."", ""Works great. I have a 1200 square ft shop and it can heat it up in about 20 minutes on low. The only bad thing I would say is, it is loud and if you have a t.v. or radio in your shop you can't hear it. If you hook up surround sound then you probably could hear a tv then"", 'Two connections easy instructions and started up on the first push! No matches just set on lowest setting and ignite. I left it on low the first time it works fast.', 'Perfect find for my large work shed...', ""This is one of the best outdoor  Heaters I ever had don't take long for it to get warm inside give it a 5 star."", 'this unit is high quality strongly built and adjusts to fit demand I would recommend this to any and all construction outfits for it is dependable and of top quality. I also recommend this because the company who ships it is fast friendly and honest.', ""This heater is amazing keeps my garage very warm in the cold Colorado winter days and also works great to cook with while I'm camping. "", 'excellent source of heat for my garage, works great', 'This heater is very compact , an hears my 3 car garage up n minutes on the lowest setting ! I would recommend this too anyone .', 'works very well,heats up room fast,great price']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0089301000216,Propane,Silver,F270500,Steel,Mr. Heater,,,"Digital, Analog/Mechanical",Convection,Not Electric,Does not apply,,,,,,,,,1,,,,,,0089301000216,,,,,,,,Standard,,100%,,,,,,,,,,,,,,,,,,,,,,,,0089301000216,2000,,,,,,,,,,,75k to 200 BTU/HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stiebel Eltron 074058 120-Volt 1500-Watts Heater,180.05, ,"['When I bought my business, the 4 restrooms were heated only with surface mounted electric heaters. It seemed like I was replacing one at least every 2 years. They were poorly made, noisy, and had to be run with a separate thermostat that also was prone to fail.Then I bought the Stiebel Eltron. It is quiet, attractive looking, works GREAT, and has the thermostat built in. The quality is outstanding. I plan on replacing all of them with these. (And for comparison the cost is only slightly higher.)', 'Very simple to install and provides fairly even heat in a small room or additional heat in areas that need it when extremely cold outside . This is the second unit I bought and would not hesitate to purchase again .', 'Worked well, from the reviews I was expecting better than ones at 1/2 the price.   If the fan produced more volume it might have made the difference.  ', 'Looks great mounted on wall in my studio. Easy to hook up.', 'The best love it.', 'This is not a large heater, but it is just right for my needs.It will heat one small bedroom or bath with ease.Theromostat works great on this unit.Easy to install.This unit is has a sound level, I would say is very low.', ""Exactly as described. But it doesn't come with electrical cord. So plan on supplying your own."", 'Great little heater. easy to install andlooks great!']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,0094922770530,Electric,White,"CK15E, CK, CK 15 E, 074058","Aluminum, Plastic,Galvanized Steel,Aluminum,Steel, plastic, steel, Plastic, Galvanized Steel,Plastic,Steel,Aluminum, Galvanized Steel, Steel",STIEBEL ELTRON,,"Electric Wall Heater, Fan Heater",Dial,Convection,120 V,CK 15E,"Timer, Indoor, Acli Safety Plug,Anti-Freeze Setting,Automatic Shutoff,Thermostat, Heating, Wall Mountable, Automatic Shut-OFF!,Overheat Protection, Acli Safety Plug, Automatic Shut-OFF!!,Overheat Protection, Automatic Shutoff,Thermostat,Timer, Heater, Overheat Protection, Anti Freeze Setting",Wall,Fan Heaters,"13.25 in, 13.25in.","1500, 1500W",,,,1,,,,,,0094922770530,,250 to 499 sq ft,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0094922770530,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadet Rmc162W 240V White Register Heater - Complete Unit,182.04, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,313053463433,,Does Not Apply,Does Not Apply,,Unknown,,Does not apply,,,,Does Not Apply,,,,,,,,,,,,,Cadet,,0313057638622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700/900/1600W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil Infrared Electric Cabinet Heater Fan Only Manual Thermostat 5118 BTU New,183.34,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,815900020399,Electric,Black,PH91S,Steel,Soleil,5000-5999 BTU,Infrared Electric Heater,"Remote Control, Touch",Radiant,,Soleil PH-91S,Timer,Cabinet,Infrared,,,,,,3,,,,,,Does not apply,,151-200 sq ft,,Coil,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart Infrared Quartz Indoor Tower Space Heater 3 Heat Setting 1500 Watt New,183.34,30-day returns,"[""We purchased this item to heat a large room that's partially underground and is always chilly no matter the season. Other portable heaters seemed to mostly heat the area directly around the unit. The Life Smart Infrared unit evenly heated the entire room quickly and kept the room at an even temperature. The unit does come in a nice quality wood cabinet that stays cool to the touch.The description for this item states that it comes with coasters but it does not. This really wasn't an issue with us but if you need a unit that possibly rolls to different areas, this unit will not. Otherwise we are very pleased with this unit and would recommend it to others."", 'Heater is far from quiet compared to other infrared heaters I have ...also the fan seems to run constantly and has an annoying sound to it .....the exterior is cheap motel quality ...kinda stuck with it because too expensive to pay return shipping .', 'I purchased this infrared heater for my 90 year old mom, she loves it, keeps her toasty warm, we also have another one (same kind) that kept our total upstairs warm all winter. Plenty of heat, hold up nicely, I highly recommend this brand heater.', 'i already had one for 5 yrs now and since i live in a 2 story i need one for downstairs and one for up. it keeps the furnace from having to work so hard and does save on elec.', 'This heater is great and the quality is also great. Goes with our furniture. It does heat up our living space real well. The price was great also, well worth the money I spent. Higley recommend this heater.', 'I needed a heater for my bathroom, since we high ceilings and tile floors. This heater was a perfect fit. The wife loves it. I would highly recommend this company and this heater.', 'This heater works great!  It is very inexpensive to use and heats very well.  Love it!', 'As advertised A1A1A1', 'It was a bit chipped and it kind of rattled when I received it.. It works great though.. ', ""Very nice! Actually heat's the area needed better than expected.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,817223014895,Electric,Black,Does not apply,Wood,Life Smart Labs,5000-5999 BTU,Tower Heater,Touch,Infrared,120 V,,,Cabinet,Infrared,,,,,,3,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,2016,,,,,,,,,,,,,6 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
