Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,Colour,Modified Item,Style,Room,MPN,EAN,Heating Technology,Power (W),UPC,Mounting & Moving,Model No.,Dimensions,Weight,Energy Efficiency Rating,Air Direction,Tonnage,Country of Origin,Size,Type 1,Current Rating,Cable Length,Manufacturer Part Number,Bundle Description,Gender,Dial Color,Department,Lot,Item Height,Item Dimensions,Colormap,Product Type,Power Supply Indicator Light,Approx Size,Heat technology:,Size:,Power:,Lead length:,Material:,Package Contents,Customized,Item Weight,Modification Description,Motorized,Personalized,Energy Rating,Location,Cool Fan Setting,Heater Style,Width,Height,Resistance Properties,Bundle Listing,Unit Quantity,Unit Type,Non-Domestic Product,Depth,ISBN,Heating Material,Shell Material,Max. Power,Surface Dry Heating Temperature,Rated Power,Gear position,Rated voltage,Rated power,Timer,Prop65_fl,Manufacturer,Prop65Warning,Recommended Environment,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Design,Voltage Supply,Power consumption,Control Type,Suitable Location,Item Type,Noise,Manufacturer Color,Wire  Length,Wire width x thickness,Application,Perfermance,Time Control,Room Coverage Area,Noise Level,Perfermance 2,Cover material,Lead wire,Perfermance 1,Wire length,Bracket size,Suction cup length,Rated Power:,Heating Method,Item Dimensions LxWxH,Main Colour,Power Output,Refrigerant,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Heating BTU,Item model number,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Batteries Required?,Import Designation,Number of Pieces,Specification met,Included Components,Normal temperature resistance,Length,Heating Wattage,Marke,Manufacturer Colour,Number of Cool Speeds,Part Type,Phase,Model Number,Corrugation Length,Heating material,USB Mug Warmer,Electric  Warm,Drink Powered,Drink Heaters,Mini Office,Electric,Compressive strength,Power deviation,Cable length,Level of noise,Supply supply,Area,Finish,Levels of power,Power maximum,Source of supply,Background,Capacity cooling,No. programs
New Portable Small Silent Electric Plug Electric Fan Heater Small Room Heater,23.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Copper,,1 gal or Less (5 L),Electric,Portable Heater,Timer,,,Black,2000,Standard,3 or Less,"Desk/Tabletop, Floor",,2,11 - 20 sq m,1501-2000 W,2000-2999 BTU,Unbranded,,Analog/Mechanical,Steel,A+++ - D,Convection,Less Than 80%,240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Pcs MCH Metal Ceramic Heater Plate Rectangle Resistive Heating Elements,14.8,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MCH Heat element,China,,,,,,,,Electric,Ceramic,Pack of 2,,,White,,,,,,,,,,Hua Yue Ou,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23800 BTU Indoor Portable Convection Kerosene Heater Cabin Garage Utility Warmer,201.18,25 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Steel,,,Kerosene,Portable Heater,Auto Shut-off,,,Black,,,,Floor,,Variable,,,20000-24999 BTU,Dyna-Glo,,,,,Convection,,Not Electric,,,,,,,,,7445019698641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85,000 BTU Portable Propane Forced Air Heater Overheat Auto-Shutoff Patio Blower",195.00,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,BAO-132,China,,,9,,Steel,,11-20 gal (39-76 L),"Electric, Propane",Portable Heater,Auto Shut-off,N/A,,Black,,Standard,,Floor,20.5,,251-300 sq ft,3501-4000 W,850000 BTU,Sunnydaze Décor,1 Year,Rotary Knob,,,Forced Air/Fan,,115,,,,,BAO132,0810047673132,,,0810047673132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Towel Warmer and Drying Rack 40 in. Polished Stainless Steel with Timer,434.8,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,AN-5421T,,,,,,,,,,,,,,,,,,,,,,,,Ancona,,,,,,,,,,,,AN-5421T,Does not apply,,,0676195931124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lasko CD08200 Bathroom Heater White Ceramic,44.99, ,"[""I put this bathroom heater in my bedroom to compare with another good Lasko room heater of similar size and the same 1500 W but with different features. I like the angle of the heat blast from this bathroom heater better for when I'm sitting on my bed getting dressed in front of the heater, I am happier with the other in my office. which has a steeper angle of blast and a thermostat.I also use this bathroom heater in the bathroom for which it was intended. I wanted it above the sink level for safety, as there's nowhere else to put the heater but on the sink counter.  I  turned a fire safe small ceramic square kleenex holder upside down, and the heater's feet fit nicelyinside.This bathroom heater is convenient because of the one press button for a preset one hour of high heat for quick warmups such as in the bathroom or when getting dressed. No fussing with buttons. It also has High and Low settings that run without a timer.I also noticed that some sellers were saying their heaters were OK for the bathroom but the actual manufacturer did not.  This Bathroom heater is designed for the bathroom.  I'm not sure if the tripper in the cord is necessary if the outlet has one too, as many houses do these days in any water environment such as the bathroom or the kitchen.  I'm guessing the tripper in the plug reacts to the unit rather than the wall socket."", ""This heater does an excellent job of putting out a lot of air with the fan and also Heats the room excellently. For my application I'm using it in a fifth wheel trailer bathroom which is fairly small but one of the problems I'm having with the heater is I'm using a different thermostat on it that is more accurate to turn on and off and the heater shuts off and doesn't come back on when I use the thermostat on it so what you need to do is put something on the round button on top of the heater and tape it down to hold the button down all the time so that thermostat that I've got set up works properly and we'll kick the heater on when the temperature drops or more so when I want to heat the bathroom during a certain time of the day like when I take a shower.Otherwise the heater is an excellent heater and I would highly recommend anybody to buy it very good quality."", 'The heater is modern in design. It has a one hour feature that I love. I turn it on , shower get dressed in a warm bathroom, never have to wonder if I left it running. It automatically shuts off after 1 hour.', ""1. easy to turn on and off2. heats up fast3. has 1-hour auto shutoff4. very sturdy design, not likely to tip over5. made for humid areas like bathroomsbonus: it's cute!"", ""Here's the story:  To have my small bathroom warm when I get up in the morning for my shower, I had a small ceramic 1500 Watt heater connected into a wall timer to turn on automatically, and if I forgot (which I often did) to turn off automatically. With this Lasko heater, I tap the top when I'm ready to shower and it turns on high for one hour. Firstly, I don't have to remember to turn it off. Secondly, the velocity of the hot air coming out is so high that the bathroom heats up much quicker than my other heater, even though the wattage of both units is the same. This saves my electric bill.It seems to be good, quality wise, but it's only a month old now so we'll see.  November, 2020A note:  After it's turned off, and the top button (the big and only one) is tapped, it starts at the timed one hour 1500 Watt setting automatically."", ""It is difficult to find a space heater that is specifically for bathroom use. I was happy to find this one at this price and good reviews! It does exactly what I need it to do, I warm up my bathroom before a shower as my heat does not do that well - North side of house in Wisconsin! I will see how it holds up this winter, but so far very pleased with it's performance."", 'Works great! Instant heat . Small size is great. Comes with wet location plug  &amp; cord', ""Perfect replacement for my old heater that finally died. Small, lightweight, gets super warm in my little bathroom. Like that it's specifically made to use in a bathroom. Warming, the front grill can get hot!"", 'This little heater has all the power i need to heat up the bathroom in a hurry. Set it for an hour walk away and it turns itself off. Very nice 👍 made for humid bathroom areas. Very attractive too.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Lasko CD08200,,,,,Bathroom heater,"Ceramic, Metal",,,"Fan, Electric",Ceramic,"Timer, Indoor, 3 Heat Settings,1-Hour Timer,Automatic Overheat Protection, Portable, Cool-to-Touch, automatic overheat protection, Portable,Thermostat, Portable,Overheat Protection,Thermostat, 1 hour timer, Plug, 3 heat settings, acli safety plug, Bladeless, Automatic Shutoff,Cool-to-Touch,ACLI Safety Plug, Adjustable Thermostat, Bladeless, Overheat Protection, Heater, Adjustable Thermostat",Ceramic,1 Hour,"Gray, White, Ceramic",,,,"Portable, Desk/Tabletop",,3,150 to 249 sq ft,1500,,Lasko,,"Push Button, Touch",,,Forced Air/Fan,,12 V,,,,,CD08200,,,,0046013776204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand New Pelonis 1500W 3-Speed Electric Fan-Forced Space Heater,29.98,23 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,"Electric, Fan",Combination Heater,,,,Black,,,,"Desk/Tabletop, Floor",,3,,,,Pelonis,,Dial,,,Forced Air/Fan,,1500 Watts,,,,,,,,,750545105653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bimetal Wall mount Hung Aluminum Heating Radiator Heater 10 section Greenhouse,199.99,114 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,IFUSA10,,,,"31-5/8""",,Aluminum,,,Steam,Steam Heater,,,,White,,,,,,,,,55000,Unbranded,,,,,,,,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23""",,,,,,"3-1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2PCS PTC Heating Element Aluminum High Thermostatic Temperature Line Heater Part,22.99,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Other,2885800973,China,,Standard,Standard,,Aluminum,A,Standard,Electric,Electric Water Heater Parts,Durable,,,Silver,,Standard,Other,Other,Standard,Other,Other,2-5W/3-6W,Other,Unbranded,,Digital,Other,A - G,Boiler,Other,5V,,,,,2885801002,,,,,,,,,,,,,"6*30 mm, 30x30x6mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC Heating Element,40/70C,,,,,,,,,,,,,,,,,Used in dehumidifier/Incubator/dryer/ heater etc,,,,,High efficiency/safe and reliable heating plate,Aluminium,About 15cm,Constant temperature heater element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO Replacement Heater for Kotatsu Table U-shaped quartz tube MSU-501H (K),70.47, ,"['Great heating performance even for a large table. Easy to install and use.', 'If you want to make your own Kotatsu I defenitly recommend getting this. Make sure to read the instructions and take note of all of the warnings, though they are all pretty common sense. Would recommend :)￼', 'I have been using this Metro replacement heater for more than 10 years, and it has been trouble free, and electrioc bill is so low.   I deeply appreciated.', 'The kotatsu heater was exactly what I needed. It shipped super fast and works perfectly!', 'It works.', 'Es un muy buen producto, funciona a la perfección y de muy buena calidad']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MSU-501H (K),,,4.1cm,29cm,,,,,Electric,U-shaped quartz tube heater,Replacement heater for  kotatsu,,,Black,,None,,,29cm,,,510W,,Metro Electric Industry,,Dial,,,,,AC100V,,,,,B01K1NPSDY,,,,4948309101430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200x200mm 12V 80W Silicone Heater Mat Pad For Printer Heated Bed Heating Pad,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,200mm,,Silicone,,,,Heating Pad,,,,,,,,,200mm,1,,,,Unbranded,,,,,,,12 V,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replace Wheel Caster Wheels for Gree Pioneer Midea Electric Heating Oil Heater,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Heater Fast Ceramic Electric Portable Heating Cooler Hot Fan Winter - 400W,23.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Copper,,1 gal or Less (5 L),Electric,Portable Heater,Timer,,,Black,2000,Standard,3 or Less,"Desk/Tabletop, Floor",,2,11 - 20 sq m,1501-2000 W,2000-2999 BTU,Unbranded,,Analog/Mechanical,Steel,A+++ - D,Convection,Less Than 80%,240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39"" 098514-01 Thermocouple Replacement for Desa LP Glow Warm Comfort Glow Heater",8.0,165 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,An Ruijia,,,,,,,,,,,,,Does not apply,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F276140 Gold Solid Brass Cylinder Adapter 1/4 FPT x 1 MPT Dia. in.,11.43,112 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater,,,,8.50,,Brass,,,,Cylinder Adapter,,,,Gold,,,,,3.63000,,,,,Mr. Heater,,,,,,,,,,,,,,,,089301761407,,,,,,,,,,,,,F276140,,,,,,3.80,,,,,,,,,,,,,0.19000,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Mr Heater,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Oscillating Ceramic 1500-Watt Tower Heater 5307.,29.99, ,"['I live in Oakland, California in the USA. The usual temperature here during winter nights goes between 35 to 40 something degrees Fahrenheit. I use it to warm up a small room (10 feet x 10 feet x 8 feet, without insulation). I usually turn it on with maximum temperature and speed for around 20 minutes. The room would be heat up to reasonably warm. Usually, I could turn the heater off for about half an hour before I need to turn it on again.', 'Great small room space heater.  Simple controls.  Quiet but not so quiet you forget and leave it on.  Only wish I knew heating watts on the low heat setting.  Have not put the thermostat into use yet...maybe try to use it/get the heater cycling at some warm bathroom temperature in the winter.', ""This unit is closely-related to the one (same brand &amp; features) I've been using these past 5+ years.  A reliable workhorse, with a bonus: It turns into a no-heat fan in the summer!!  Fits compactly under my desk."", 'This little heater has amazing power. It is small . I use it on a medium setting and it heats a very large area. No need to turn it all the way up. I’m very happy with this heater.', ""I've had many space heaters over the years, but this one is a gem: a high-quality product that works well and quickly. It's the quietest heater I've ever had. The oscillating heating tower guarantees the whole room gets warm. The tower design is sleek, and the whole unit takes up little space. This machine has heft and seems well made. Though it's about 3-times taller than it is wide, most of the weight is in the base, which makes it feel solid and not prone to tipping over easily. I'm so in love with this baby that I'm buying a second -- FOR MY 3-ROOM APARTMENT!! lolI wholeheartedly recommend this product."", ""Received this tower fan and it's very sturdy, has several settings: air, low heat and higher heat. Large enough to heat a medium sized room; only complaint is it smells a bit antiseptic."", 'I have not actually used my LASKO 5370 Ceramic/ Oscillating Heater yet. I purchased the LASKO Name. Have always had longevity with their products. I highly recommend.', ""Very appropriate for heating a small space - generates desired heat; good price and good design...would have been rated a '5 star' if it has an auto shut off when desired room temp is reached."", 'This product works well, is easy to move around to different locations, and keeps me cozy when I am chilled.  I would recommend it to others!  ', ""Almost bought the more expensive model because it came with a remote. Imagine my surprise when I opened the box and found one in here! Remote doesn't come with batteries though, so have AAAs handy.<br&gt;It's relatively quiet, heats up the room quickly, and the thermostat works pretty well. It was so good that I ordered a second one for the living room area. Looks exactly as pictured.</br<span>""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Lasko 5307,,,,"5.95""",,"Ceramic,Plastic, Ceramic, Plastic, Plastic Housing",,,"Fan, Electric","Electric Portable Heater, Tower Heater, Air Heater","Handle, Timer, Indoor, Cool-Touch Exterior, Portable, Carrying Handle,Cool-Touch Exterior,Oscillating,Thermostat, Carrying Handle,Cool-Touch Exterior,Oscillating, Carrying Handle, Oscillating, Tip-Over Safety Switch,Oscillation,Thermostat,Timer,Handle,Nonslip BASE, Tip-Over Safety Switch, Tip-Over Safety Switch,Oscillation,Thermostat,Handle,Timer,Nonslip BASE, Thermostat,Carrying Handle,Cool-Touch Exterior,Oscillating, Oscillation, Cool-Touch Exterior,Oscillating,Thermostat, Heater, Carrying Handle,Cool-Touch Exterior,Thermostat,Oscillating, Oscillating Thermostat Handle Overheat Protection Cool Touch Housing",Ceramic,15 Minutes,"Gray, Gray,Black, Black",2019,Low,,"Portable, Wall",,3,250 to 499 sq ft,1500,,Lasko,,"Dial, Dial,Digital,Switch,Touch, Touch,Digital,Dial, Switch, Digital, Touch",,,Convection,,120 V,,,,,5307,,,,0046013766052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealey Space Heater Warmer Industrial Propane Gas heater 40,500Btu/hr LP41",150.33,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Space Warmer,,,,,,"Steel, Metal",,,Propane,,"Mini, Portable",,,Red,,,,,,1,,11500 W,"40,500",Sealey,,Rotary Knob,,,Forced Air/Fan,,230 V,,,Contemporary,Garage Warehouse,LP41,5054511232455,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Heater 1500W Infrared Heater New In Box,120.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heating Element Aluminum Coffeemaker Constant Temperature Line Heater Plate,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Other,9014789193,China,,Standard,Standard,,Aluminum,A,Standard,Electric,Electric Water Heater Parts,Durable,,,Silver,,Standard,Standard,Other,Standard,Other,Other,80-120W/ 100-150W/ 120-250W,Other,Unbranded,,Other,Other,A - G,Other,Other,220 V,,,,,9014789214,,,,,,,,,,,,,"6*30 mm, 73x63x7mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC Heating Element,180/230/270C,,,,,,,,,,,,,,,,,"Used in Dehumidifier, Hand Dryer, Incubator",,,,,High efficiency/safe and reliable heating plate,Aluminium,About 15cm,Constant temperature heater element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylite Ecoheaters 1ft 45W, 2ft 80W, 3ft 135W, 4ft 180W, 5ft 225W, 6ft 270W ",15.1,148 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Hylite Ecoheaters,,,,,,Steel,,,Electric,Tubular Heater,,,,,,,,"Floor, Wall",,1,,,,Hylite Ecoheaters,,Plug In,,,Immediate Area,,240 V,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEROSUN Radiant 10 N,O,R-101,R-40 (A-D) KEROSENE HEATER WICK,IGNITER,WICK BRUSH ",17.99,34 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,509,Unknown,No,,,,,,,Kerosene,Portable Heater,Portable,,,,,,,,,,,,,World Marketing of America,,,,A+++ - D,Radiant,,,,,,,509,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
