Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,Colour,Modified Item,Style,Room,MPN,EAN,Heating Technology,Power (W),UPC,Mounting & Moving,Model No.,Dimensions,Weight,Energy Efficiency Rating,Air Direction,Tonnage,Country of Origin,Size,Type 1,Current Rating,Cable Length,Manufacturer Part Number,Bundle Description,Gender,Dial Color,Department,Lot,Item Height,Item Dimensions,Colormap,Product Type,Power Supply Indicator Light,Approx Size,Heat technology:,Size:,Power:,Lead length:,Material:,Package Contents,Customized,Item Weight,Modification Description,Motorized,Personalized,Energy Rating,Location,Cool Fan Setting,Heater Style,Width,Height,Resistance Properties,Bundle Listing,Unit Quantity,Unit Type,Non-Domestic Product,Depth,ISBN,Heating Material,Shell Material,Max. Power,Surface Dry Heating Temperature,Rated Power,Gear position,Rated voltage,Rated power,Timer,Prop65_fl,Manufacturer,Prop65Warning,Recommended Environment,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Design,Voltage Supply,Power consumption,Control Type,Suitable Location,Item Type,Noise,Manufacturer Color,Wire  Length,Wire width x thickness,Application,Perfermance,Time Control,Room Coverage Area,Noise Level,Perfermance 2,Cover material,Lead wire,Perfermance 1,Wire length,Bracket size,Suction cup length,Rated Power:,Heating Method,Item Dimensions LxWxH,Main Colour,Power Output,Refrigerant,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Heating BTU,Item model number,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Batteries Required?,Import Designation,Number of Pieces,Specification met,Included Components,Normal temperature resistance,Length,Heating Wattage,Marke,Manufacturer Colour,Number of Cool Speeds,Part Type,Phase,Model Number,Corrugation Length,Heating material,USB Mug Warmer,Electric  Warm,Drink Powered,Drink Heaters,Mini Office,Electric,Compressive strength,Power deviation,Cable length,Level of noise,Supply supply,Area,Finish,Levels of power,Power maximum,Source of supply,Background,Capacity cooling,No. programs
deLonghi electric heater remote,10.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,,,,,,,,,,,,,,De'Longhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heating Element Thermostat Heater Chocolate Extrusion Aluminum Silicone Line,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,no,no,,Plastic,,,,Portable Heater,,,,Silver,,,,"Baseboard, Bulkhead, Ceiling, Desk/Tabletop",,1,no,,,Unbranded,,,,no,Forced Air/Fan,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indoor Space Heater Large Room Wall Heater Low Power Consumption Black 1500 Watt,104.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,,,,,,,,Black,,,,Wall,,,,,,Bilim,,,,,,,,,,,,Does not apply,,,,Does not apply,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Space Heater Electric Portable Ceramic 3S Quick Heating Fan 1500W GD9215AD9,29.99,20 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,GD9215AD9,,,9.4 inch,5.9 inch,,Ceramic,,,"Electric, Fan",Portable Heater,"Oscillation, Timer",,,Black,,Standard,,"Desk/Tabletop, Floor",5.9 inch,3,,10W - 1500W,,PTC,,Switch,,,Forced Air/Fan,,120 V,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heating Element Constant Temperature PTC Heater Electric Water Heater Parts ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Elements,,,,,,,,,Electric,Electric Water Heater Parts,,,,Silver,,,,,,,,,,Unbranded,,,,,,,,,,,,Heating Elements,,,,,,,,,,,,,25x20x5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC Heating Element,60/80/140/230degrees,About 10cm,For heating air or solid,"PTC heater for yoghurt machine, bottle warmer",Widely used in hair crimping iron or straighten...,"PTC heating element is high reliability, long s...",CN(Origin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MakerBot Replicator 2x Build Plate Heater KEENOVO Silicone Heating Pad 130W 24V,32.38,45 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,,,,,Flexible Heater,,,,,,,,,,,,,,KEENOVO,,,,,,,,Orange,,,,K14802290130024NP,603629513830,,130W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piece,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Design Welcome,24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22144 / F221857. Heater Electrode Spark Plug  Mr. Heater  Heat Star Heaters,9.69,126 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Spark Plug,,,,,,,,,,,,,,ENERCO,,,,,,,,,,,,"F221857, 22144",,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heater Plate 12V~220V Constant Temperature Element Thermostat Heating Tablet,3.4,64 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,PTC Aluminum Ceramic Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC,35mm * 21mm * 5 mm,2~ 50W,150mm,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Vintage Radiant Heater 660 watts Superior Electric~Super Lectric~ Model 98,39.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,servicelectric model 98,,No,,,,,,,Electric,Portable Heater,,,,,,None,,n/a,,1,,660 W,,Watts,,plug in,,,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Pc MCH Ceramic Heater Rod ɸ3.8*60mm(Dia. * Length)  Resistive Heating Element,11.8,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MCH Heater,China,,,,,,,,Electric,Ceramic,Pack of 2,,,White,,,,,,,,,,Hua Yue Ou,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER 13.42 In. Replacement Thermocouple F237349,17.61,41 sold,"['Factory replacement part, installed in minutes, its 17 degrees outside and Mr. Heater keeps me from freeing.', 'great replacement part that works well. Just follow the instructions and make sure  the tip touches the housing in order for it to absorb the heat and activate the gas valve.', 'This repair kit easily fixed my problem. My shop heater was getting hard to light now it lights up first time every time.', 'all local stores say no parts available so they can sell whole new burner but I got correct parts fast and great deal and quality ', 'It fit my heater (SRC15T Sunrite )but the safety tip-over wire was a little short.  Too relieve the strain on the wire I had too bend the connecting spade.', 'easy to replace , got my heater working again', 'Installed and heater works good.  Time will tell how long they last. ', 'Fixed my problem. My unit was not staying lit after release of the starter button.', 'It was shipped in good package where it could not be damaged and it exactly the part I needed', 'mr heater thermocouple. Looked great, exact match with my model, plugged in and heater worked, its a miracle. ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,United States,,11 in,4.500,,Steel,,,"Propane, Gas",Portable Heater,,Thread,,Multicolor,2012,None,,,5.600,2,,,,Mr. Heater,,Switch,,,,,,,,,,F237349,0089301373495,,,089301373495,,,,,,,,United States,,,,5.75,,,,,,,2.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ON SALE) Toyotomi Oil Fan Heater Made in Japan White LC-332 Japanese Quality ,449.0,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",NA,‎LC-332(W),Japan,,29.6 cm,37.6 cm,,‎Steel,,5.0L,Kerosene,Kerosene Heater,"Auto Shut-off, Timer",,,White,,NA,NA,Floor,42.8cm,NA,151-200 sq ft,320/320W,NA,Toyotomi,,"Digital, Push Button",NA,,Convection,NA,4A,,,,,LC-332,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autojack Portable Electric Fan Heater 2000W 2KW with 3 Heat Settings  240V,29.99,310 sold,"[""smaller than I expected, but works beautifully with an output that belies it's size, light weight, looks good as well.J.B.."", 'The unit is very light to carry.  But it gives off a very good heat.', 'small,strong, looking nice and is safe ', 'very solid and well made', 'Ideal for warming up sheds, Garages and other rooms. ', 'Does what it says it does heats up room so quick', 'Great little heater well worth it ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,Autojack CHE2KW,,,210 mm,130 mm,,"Ceramic, Aluminium",,Not Applicable,"Fan, Electric",Portable Heater,Auto Shut-off,,,,2020,Standard,Not Applicable,"Floor, Desk/Tabletop",260 mm,3,11 - 20 sq m,1501-2000 W,6000-6999 BTU,AutoJack,1 Year,"Rotary Knob, Switch",Ceramic,A – G,Forced Air/Fan,Not Applicable,230 V,White,,,,CHE2KW,5060504002059,,,,,,,,Compliant,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Pcs Industry MCH Metal Ceramic Heater Disk Resistive Heating Elements,9.8,82 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,,,,Electric,Ceramic,Pack of 2,,,White,,,,,,,,,,Hua Yue Ou,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH9BX 9000 BTU Propane Portable Buddy Heater, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater Buddy MH9BX,,,,,,,,,Propane,Portable Heater,,,,,,,,,,,,,,Mr. Heater,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Heater Catalytic 3050Watt,97.99,36 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,35cm,,,,,,Butane,,,,,,,,,Cabinet,45cm,3,,,,Unbranded,,Rotary Knob,,,,,,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V DC 50x1000mm 150W Waterproof Flexible Silicone Rubber Heater Heating Belt,13.91,37 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,9in.,,,,,,Strip,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,Does not apply,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1pc 12V/110V/220V Constant Temperature PTC Heating Element Thermostat Heaters,7.75,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Aluminum,,,,,,,,Silver,,,,,,,,,,Unbranded,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New12/24V Insulated Electric Ceramic Thermostatic PTC Heating Element Air-Heater,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Element,,,,,,,,,Does Not Apply,Heating Element,,,,Black,,,,,,,,,,Unbranded,,,,,,,12V/24V optional,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sall Electric Handy Room Heater Compact Plug-in  Adjustable Timer (400 Watts),,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,Timer,,,,,,,Baseboard,,,,,,Handy Heater,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Comfort Zone Portable Electric Freestanding Tabletop Fireplace Space Heater, Red",39.59,30-day returns,"['This is perfect for a small space like a bathroom or bedroom. My FIL gave us our first one and we have had it for over a year and love it so much that we wanted another one for the other bathroom/room. Little but powerful.  The only drawback is the hum of it running, but most heaters have that.', 'This attractive heater warms cold hands &amp; the room quickly!  It also works great when placed on low volume beneath sink to prevent pipi from freezing.  Wish I had 2 more!!', 'Works great! This puts out a lot of heat, isn\'t too noisy, and is just the right size for my small camper trailer. The ""just the lights"" setting is nice if you just want to look at a pretty fire without the heat too.', ""Love it! It warms up my medium size room in no time. It doesn't take up much space and is powerful. And the cozy fireplace is calming. It makes me feel safe with it turn off switch if it tilts over."", ""Pumps a lot of heat, especially for its size. It's compact and portable, yet heats larger rooms than expected. The fireplace feature is also quite relaxing and enjoyable to look at. "", 'Works great!  Love the 3D flames and the fail safe of shutting off when you lift it up.  It can heat up a whole entire basement no problem.  It’ll keep me nice and toasty this winter since my steam radiator barely works in my apartment!  ', ""I bought this heater to use to warm a living room with vaulted ceilings. It has a cool LED flame effect that can be used alone or in conjunction with heat.  I find that the lowest setting is more than adequate for keeping the living room warm. The only thing that could be better would be if it had a thermostat. Otherwise it's pretty much perfect.  The fan is silent and I have to get next to it to barely hear it running. I'd highly recommend it to anyone. "", ""Produces the right amount of heat for the space I'm where I have it.  Nothing bad about this unit.  Highly recommended."", 'I love this small heater! It puts out a lot of heat and it’s decorative like a real wood burning fire. I use it in my living room which a big space, and it heats it really well. I love my purchase, and I do recommend this product. ', 'Great heater for my bathroom! And a cute little fireplace to look at too :)￼￼']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CZFP1,,,,12 in Box Size,,"Ceramic, Plastic, Metal, Steel",,,Electric,"Unit Heater, Air Heater","Handle, Cool-Touch Exterior, Carrying Handle, Comfort Zone Czfp1 Mini Electric Fireplace, dual wattage, Wall Mountable, Carrying Handle,Overheat Protection, Automatic Shut-Off,Cool-Touch Exterior,Overheat Protection,Power Indicator, Adjustable Height, Handle,Mini, 600/1200W, Bladeless, Mini, Overheat Protection, Heater, Adjustable Thermostat, Indoor, Portable, Carry handle,Safety tip over power cut off switch,Simulated flame,Dual wattage, 600/1200W,3 position rotary heat controls,Portable, Dual wattage for heat control , Ceramic red , 3-position rotary switch , ETL listed , Safety temperature overheat cutoff switch & safety tip-over power cutoff switch , High-efficiency PTC ceramic heating elements, Automatic Shutoff,Tip-Over Safety Switch,Portable, Power Indicator, Portable,Thermostat,Overheat Protection,Wall Mountable,Power Indicator, Tip-Over Safety Switch, Mini Fireplace with simulated 3D flames has high efficiency, Carry Handle, Adjustable Thermostat, Bladeless, Safety temperature overheat cut off switch, On/Off switch",Ceramic,15 Minutes,"Red, Multi-Color, Beige, Black",,,,"Portable, Wall",9.5 in,3,750 to 999 sq ft,1200,,comfort zone,,"Dial, Switch",,,Convection,,120 V,,,,,"125062, CZFP1",0075877125064,,,0075877125064,Free Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical,Indoor Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
